Elutriation				
UID	NANE	PROCESS	FUNCTION	CLASSIFICATION (Spellman et al. [3])
YGL253W	HXK2	glycolysis	hexokinase II	
YGL254W	FZF1	sulfite metabolism	(putative) transcription factor	
YGL255W	ZRT1	transport	high-affinity zinc transporter	G2/M
YGL256W	ADH4	glycolysis	alcohol dehydrogenase IV
YGL257C	MNT2	protein glycosylation	mannosyltransferase
YGL258W	YGL258W	unknown	unknown
YGL259W	YPS5	protein degradation	GPI-anchored aspartic protease
YGL260W	YGL260W	unknown	unknown; similar to Yir040p
YGL261C	YGL261C	unknown	unknown; similar to Pau1p and members of the PAU1
YGL262W	YGL262W	unknown	unknown
YGL263W	COS12	unknown	unknown; similar to subtelomerically-encoded proteins
YGR001C	YGR001C	unknown	unknown
YGR002C	YGR002C	unknown	unknown; similar to Drosophila melanogaster transcription
YGR003W	YGR003W	unknown	unknown
YGR004W	YGR004W	unknown	unknown
YGR005C	TFG2	transcription	TFIIF 54 kD subunit
YGR006W	PRP18	mRNA splicing	U5 snRNP protein
YGR007W	MUQ1	phospholipid metabolism	choline phosphate cytidylyltransferase
YGR008C	STF2	ATP synthesis	ATPase stabilizing factor
YGR009C	SEC9	secretion	plasma membrane t-SNARE	
YGR010W	YGR010W	unknown	unknown	
YGR011W	YGR011W	unknown	unknown	
YGR012W	YGR012W	unknown	unknown; similar to Cys4p	
YGR013W	SNU71	mRNA splicing	U1 snRNP protein	
YGR014W	MSB2	bud emergence	unknown	G1
YGR015C	YGR015C	unknown	unknown	
YGR016W	YGR016W	unknown	unknown	
YGR017W	YGR017W	unknown	unknown; similar to Nmd2p	
YGR018C	YGR018C	unknown	unknown	
YGR019W	UGA1	GABA metabolism	4-aminobutyrate aminotransferase (GABA transaminase)	
YGR020C	VMA7	vacuolar acidification	vacuolar H+-ATPase V1 domain 14 kDa subunit	
YGR021W	YGR021W	unknown	unknown	
YGR022C	YGR022C	unknown	unknown	
YGR023W	MTL1	signaling (putative)	unknown; acts with Mid2p	
YGR024C	YGR024C	unknown	unknown	
YGR025W	YGR025W	unknown	unknown	
YGR026W	YGR026W	unknown	unknown	
YGR027C	RPS25A	protein synthesis	ribosomal protein S25A	
YGR028W	MSP1	mitochondrial protein targeting	AAA-ATPase	
YGR029W	ERV1	mitochondrial biogenesis	unknown; similar to human ALR protein	
YGR030C	POP6	tRNA processing	RNase P and RNase MRP subunit	
YGR031W	YGR031W	unknown	unknown	
YGR032W	GSC2	cell wall biogenesis	"1,3-beta-D-glucan synthase subunit"	
YGR033C	YGR033C	unknown	unknown	
YGR034W	RPL26B	protein synthesis	ribosomal protein L26B	
YGR035C	YGR035C	unknown	unknown	G2/M
YGR036C	CAX4	cell wall biogenesis	unknown	
YGR037C	ACB1	fatty acid metabolism	acyl-CoA ester transporter	
YGR038W	ORM1	unknown	unknown	
YGR039W	YGR039W	unknown	unknown; similar to Sauroleishmania tar protein 1	
YGR040W	KSS1	pheromone signal transduction	protein kinase	
YGR041W	BUD9	"bud site selection, bipolar"	unknown	G1
YGR042W	YGR042W	unknown	unknown	G1
YGR043C	YGR043C	unknown	unknown; similar to Tal1p	
YGR044C	RME1	meiosis	transcription factor	G1
YGR045C	YGR045C	unknown	unknown	
YGR046W	YGR046W	unknown	unknown; similar to phage 1C ANTP-139 protein PIR:S46430	
YGR047C	TFC4	transcription	TFIIIC 131 kD subunit	
YGR048W	UFD1	"protein degradation, ubiquitin-mediated"	unknown; ubiquitin fusion degradation	
YGR049W	SCM4	cell cycle	suppresses cdc4 mutation	
YGR050C	YGR050C	unknown	unknown	
YGR051C	YGR051C	unknown	unknown	
YGR052W	YGR052W	unknown	unknown	
YGR053C	YGR053C	unknown	unknown	
YGR054W	YGR054W	unknown	unknown; similar to C. elegans C14B9.6 protein	
YGR055W	MUP1	transport	methionine permease	G1
YGR056W	RSC1	chromatin structure	chromatin remodeling complex subunit	
YGR057C	LST7	secretion	unknown; post-Golgi	
YGR058W	YGR058W	unknown	unknown	
YGR059W	SPR3	sporulation	septin	
YGR060W	ERG25	sterol metabolism	C-4 sterol methyl oxidase	
YGR061C	ADE6	purine biosynthesis	5'-phosphoribosylformyl glycinamidine synthetase	
YGR062C	COX18	respiration	required for activity of mitochondrial cytochrome oxidase	
YGR063C	SPT4	transcription	elongation factor	
YGR064W	YGR064W	unknown	unknown	
YGR065C	VHT1	transport	H+-biotin symporter	G2/M
YGR066C	YGR066C	unknown	unknown; similar to Vid24p	
YGR067C	YGR067C	unknown	unknown	
YGR068C	YGR068C	unknown	unknown; similar to Rod1p	
YGR069W	YGR069W	unknown	unknown	
YGR070W	ROM1	signaling	GDP/GTP exchange protein for Rho1p	
YGR071C	YGR071C	unknown	unknown	
YGR072W	UPF3	"mRNA decay, nonsense-mediated"	unknown	
YGR073C	YGR073C	unknown	unknown	
YGR074W	SMD1	mRNA splicing	U6 snRNP protein	
YGR075C	PRP38	mRNA splicing	U4/U6 snRNA dissociation factor	
YGR076C	MRPL25	protein synthesis	"ribosomal protein, mitochondrial L25"	
YGR077C	PEX8	peroxisome biogenesis	unknown	
YGR078C	PAC10	cytoskeleton	non-native actin binding complex subunit	
YGR079W	YGR079W	unknown	unknown	
YGR080W	TWF1	cytoskeleton	twifilin; actin monomer sequestering protein	
YGR081C	YGR081C	unknown	unknown; similar to chicken myosin heavy chain PIR:A29320	
YGR082W	TOM20	mitochondrial protein targeting	mito. import receptor	
YGR083C	GCD2	protein synthesis	translation initiation factor eIF2B subunit	
YGR084C	MRP13	protein synthesis	"ribosomal protein, mitochondrial small subunit"	
YGR085C	RPL11B	protein synthesis	ribosomal protein L11B	
YGR086C	YGR086C	unknown	unknown	M/G1
YGR087C	PDC6	glycolysis	pyruvate decarboxylase 3	
YGR088W	CTT1	oxidative stress response	catalase T	
YGR089W	YGR089W	unknown	unknown; similar to human desmoplakin I PIR:A35536	
YGR090W	YGR090W	unknown	unknown	
YGR091W	PRP31	mRNA splicing	"U4/U6, U5 snRNP protein"	
YGR092W	DBF2	cell cycle	late mitosis; protein kinase	G2/M
YGR093W	YGR093W	unknown	unknown	
YGR094W	VAS1	protein synthesis	"tRNA synthetase, valyl"	
YGR095C	RRP46	rRNA processing	3'->5' exoribonuclease	
YGR096W	YGR096W	unknown	unknown	
YGR097W	ASK10	stress response	enhancer of SKN7-dependent transcription	
YGR098C	ESP1	cytoskeleton	spindle pole body duplication	
YGR099W	TEL2	telomere length regulation	telomere binding protein	S
YGR100W	MDR1	unknown	unknown	
YGR101W	YGR101W	unknown	unknown	
YGR102C	YGR102C	unknown	unknown	
YGR103W	YGR103W	unknown	unknown	
YGR104C	SRB5	transcription	RNA polymerase II mediator subunit	
YGR105W	VMA21	vacuolar acidification	vacuolar H+-ATPase assembly protein	
YGR106C	YGR106C	unknown	unknown; similar to Vibrio anguillarum chemotaxis methyl	
YGR107W	YGR107W	unknown	unknown	
YGR108W	CLB1	cell cycle	G2/M cyclin	G2/M
YGR109C	CLB6	cell cycle	B-type cyclin; S phase	G1
YGR110W	YGR110W	unknown	unknown	
YGR111W	YGR111W	unknown	unknown; similar to southern house mosquito carboxylesterase	
YGR112W	SHY1	respiration	unknown	
YGR113W	DAM1	unknown	unknown; interacts with Duo1p and Mps1p	S
YGR114C	YGR114C	unknown	unknown	
YGR115C	YGR115C	unknown	"unknown; similar to Sly41p, questionable ORF"	
YGR116W	SPT6	transcription	elongation factor	
YGR117C	YGR117C	unknown	unknown	
YGR118W	RPS23A	protein synthesis	ribosomal protein S23A	
YGR119C	NUP57	nuclear protein targeting	nuclear pore protein	
YGR120C	SEC35	secretion	peripheral membrane protein required for ER to Golgi vesicle docking	
YGR121C	MEP1	transport	ammonia permease	
YGR122W	YGR122W	unknown	unknown	
YGR123C	PPT1	unknown	protein phosphatase	
YGR124W	ASN2	asparagine biosynthesis	asparagine synthetase	S/G2
YGR125W	YGR125W	unknown	unknown; sulfate permease family	
YGR126W	YGR126W	unknown	unknown	
YGR127W	YGR127W	unknown	unknown; similar to mouse T10 protein PIR:S37448	
YGR128C	YGR128C	unknown	unknown; similar to Haemophilus glutamate-ammonia-ligase	
YGR129W	SYF2	cell cycle (putative)	unknown; synthetic lethal with cdc40	
YGR130C	YGR130C	unknown	unknown; similar to Entamoeba histolytica myosin heavy chain	
YGR131W	YGR131W	unknown	unknown	
YGR132C	PHB1	antiproliferative protein	unknown	
YGR133W	PEX4	"protein degradation, ubiquitin-mediated"	E2 ub.-conjugating enzyme	
YGR134W	YGR134W	unknown	unknown	
YGR135W	PRE9	protein degradation	20S proteasome subunit Y13 (alpha3)	
YGR136W	YGR136W	unknown	unknown	
YGR137W	YGR137W	unknown	unknown; similar to tomato extensin PIR:S14983	
YGR138C	YGR138C	unknown	major facilitator superfamily	S/G2
YGR139W	YGR139W	unknown	unknown	
YGR140W	CBF2	mitosis	"kinetochore protein complex CBF3, 110 KD subunit"	G1
YGR141W	YGR141W	unknown	unknown	
YGR142W	BTN2	unknown	unknown	
YGR143W	SKN1	cell wall biogenesis	(1->6)-beta-glucan synthase subunit	G2/M
YGR144W	THI4	thiamine biosynthesis	unknown; biosynthetic enzyme	
YGR145W	YGR145W	unknown	unknown; similar to MESA gene of Plasmodium falciparum	
YGR146C	YGR146C	unknown	unknown	G2/M
YGR147C	NAT2	protein processing	N-acetyltransferase for N-terminal methionine	
YGR148C	RPL24B	protein synthesis	ribosomal protein L24B	
YGR149W	YGR149W	unknown	unknown; similar to hypothetical protein A-288	
YGR150C	YGR150C	unknown	unknown; similar to Yjl083p	
YGR151C	YGR151C	unknown	unknown	G1
YGR152C	RSR1	bud site selection	"GTP-binding protein, ras superfamily"	G1
YGR153W	YGR153W	unknown	unknown	G1
YGR154C	YGR154C	unknown	unknown	
YGR155W	CYS4	methionine biosynthesis	cystathionine beta-synthas	
YGR156W	YGR156W	unknown	unknown	
YGR157W	CHO2	phospholipid metabolism	phosphatidylethanolamine N-methyltransferase	
YGR159C	NSR1	nuclear protein targeting	NLS-binding protein	
YGR161C	YGR161C	unknown	unknown	
YGR162W	TIF4631	protein synthesis	mRNA cap-binding protein (eIF4F) 150K subunit	
YGR163W	GTR2	signaling (putative)	small GTPase (putative)	
YGR164W	YGR164W	unknown	unknown; similar to Hansenula wingei mitochondrial	
YGR165W	YGR165W	unknown	unknown	
YGR166W	KRE11	cell wall biogenesis	"regulates beta-1,6-glucan synthesis"	
YGR167W	CLC1	endocytosis and secretion	clathrin light chain	
YGR168C	YGR168C	unknown	unknown; similar to human vasoactive intestinal peptide	
YGR169C	YGR169C	unknown	unknown	
YGR170W	PSD2	phospholipid metabolism	phosphatidylserine decarboxylase 2	
YGR171C	MSM1	protein synthesis	"tRNA synthetase, mitochondrial, methionyl"	
YGR172C	YIP1	unknown	unknown; interacts with Ypt protein(s)	
YGR173W	YGR173W	unknown	unknown; similar to human GTP-binding protein PIR:A55014	
YGR174C	CBP4	respiration	ubiquinol--cytochrome-c reductase assembly factor	
YGR175C	ERG1	sterol metabolism	squalene monooxygenase	
YGR176W	YGR176W	unknown	unknown	G2/M
YGR177C	ATF2	acetate ester biosynthesis	alcohol acetyltransferase	G2/M
YGR178C	PBP1	mRNA processing	poly(A)-binding protein binding protein	
YGR179C	YGR179C	unknown	"unknown; similar to chicken myosin heavy chain, cardiac"	
YGR180C	RNR4	DNA replication	ribonucleotide reductase	
YGR181W	TIM13	mitochondrial protein targeting	inner membrane translocase subunit	
YGR182C	YGR182C	unknown	unknown	
YGR183C	QCR9	oxidative phosphorylation	ubiquinol cytochrome-c reductase subunit 9	
YGR184C	UBR1	"protein degradation, ubiquitin-mediated"	ubiquitin-protein ligase	
YGR185C	TYS1	protein synthesis	"tRNA synthetase, tyrosyl"	
YGR186W	TFG1	transcription	TFIIF 105 kD subunit	
YGR187C	HGH1	unknown	unknown; similar to human Hmg1p and Hmg2p	
YGR188C	BUB1	"cell cycle, checkpoint"	protein kinase	G1
YGR189C	CRH1	cell wall biogenesis (putative)	unknown; cell wall protein	G1
YGR190C	YGR190C	unknown	unknown	
YGR191W	HIP1	transport	histidine permease	
YGR192C	TDH3	glycolysis	glyceraldehyde-3-phosphate dehydrogenase 3	
YGR193C	PDX1	glycolysis	pyruvate dehydrogenase	
YGR194C	XKS1	xylulose utilization	xylulokinase	
YGR195W	SKI6	rRNA processing	exoribonuclease	
YGR196C	YGR196C	unknown	unknown	
YGR197C	SNG1	nitrosoguanidine resistance	unknown	
YGR198W	YGR198W	unknown	unknown	
YGR199W	PMT6	protein glycosylation	putative O-mannosyltransferase	
YGR200C	YGR200C	unknown	unknown	
YGR201C	YGR201C	unknown	unknown; similar to translation elongation factors	
YGR202C	PCT1	phospholipid metabolism	cholinephosphate cytidylyltransferase	
YGR203W	YGR203W	unknown	unknown
YGR204W	ADE3	purine biosynthesis	"C1-5,6,7,8-tetrahydrofolate synthase"
YGR205W	YGR205W	unknown	unknown; similar to E. coli putrescine transport protein
YGR206W	YGR206W	unknown	unknown
YGR207C	YGR207C	unknown	"electron-transferring flavoprotein, beta chain (putative)"
YGR208W	SER2	"glycine, serine, and threonine metabolism"	phosphoserine phosphatase
YGR209C	TRX2	DNA replication	thioredoxin II
YGR210C	YGR210C	unknown	unknown
YGR211W	ZPR1	unknown	unknown; zinc finger protein
YGR212W	YGR212W	unknown	unknown
YGR213C	RTA1	7-aminocholesterol resistance	unknown
YGR214W	RPS0A	protein synthesis	ribosomal protein S0A
YGR215W	YGR215W	unknown	unknown
YGR216C	GPI1	protein processing	N-acetylglucosaminylphosphatidylinositol synthesis
YGR217W	CCH1	transport	(putative) Ca(2+) channel protein
YGR218W	CRM1	nuclear protein targeting	nuclear export factor
YGR219W	YGR219W	unknown	unknown	M/G1
YGR220C	MRPL9	protein synthesis	"ribosomal protein, mitochondrial L9"	
YGR221C	YGR221C	unknown	unknown	G1
YGR222W	PET54	protein synthesis	translation activator of COX3	
YGR223C	YGR223C	unknown	unknown	
YGR224W	YGR224W	unknown	major facilitator superfamily	
YGR225W	SPO70	sporulation	unknown; similar to C. elegans CDC20 protein PIR:Z47358	
YGR226C	YGR226C	unknown	unknown	
YGR227W	DIE2	glucosylation?	glucosyltransferase	
YGR228W	YGR228W	unknown	unknown	
YGR229C	SMI1	cell wall biogenesis	may regulate glucan and chitin synthesis	
YGR230W	BNS1	unknown	unknown; similar to Spo12p; bypasses spo12/spo12 deletion	G2/M
YGR231C	PHB2	aging	prohibitin homolog	
YGR232W	YGR232W	unknown	unknown	
YGR233C	PHO81	cell cycle	Pho85p kinase inhibitor	
YGR234W	YHB1	oxidative stress response (putative)	flavohemoglobin	M/G1
YGR235C	YGR235C	unknown	unknown	
YGR236C	YGR236C	unknown	unknown	
YGR237C	YGR237C	unknown	unknown	
YGR238C	KEL2	unknown	unknown; similar to Kel1p and Kel3p	G1
YGR239C	PEX21	peroxisome biogenesis (putative)	"unknown, ""peroxin"""	
YGR240C	PFK1	glycolysis	phosphofructokinase	G2/M
YGR241C	YAP1802	endocytosis and secretion	clathrin assembly protein	
YGR242W	YGR242W	unknown	unknown	
YGR243W	YGR243W	unknown	unknown	
YGR244C	LSC2	TCA cycle	succinyl-CoA ligase	
YGR245C	YGR245C	unknown	unknown	
YGR246C	BRF1	transcription	TFIIIB 70 kD subunit	
YGR247W	YGR247W	unknown	unknown	
YGR248W	SOL4	unknown	unknown; similar to Sol3p	
YGR249W	MGA1	pseudohyphal growth (putative)	unknown	
YGR250C	YGR250C	unknown	unknown	
YGR251W	YGR251W	unknown	unknown	
YGR252W	GCN5	chromatin structure	histone acetyltransferase	
YGR253C	PUP2	protein degradation	20S proteasome subunit(alpha5)	
YGR254W	ENO1	glycolysis	enolase I	
YGR255C	COQ6	ubiquinone biosynthesis	monooxygenase	
YGR256W	GND2	pentose phosphate cycle	6-phosphogluconate dehydrogenase	
YGR257C	YGR257C	unknown	unknown; similar to members of the mitochondrial carrier	
YGR258C	RAD2	"DNA repair, nucleotide excision"	single-stranded DNA endonuclease	
YGR259C	YGR259C	unknown	unknown	G2/M
YGR260W	YGR260W	unknown	unknown; similar to Dal5p	G2/M
YGR261C	APL6	vacuolar protein targeting	AP-3 complex subunit	
YGR262C	YGR262C	unknown	unknown; similar to apple tree calcium/calmodulin-binding	
YGR263C	YGR263C	unknown	unknown	
YGR264C	MES1	protein synthesis	"tRNA synthetase, methionyl"	
YGR265W	YGR265W	unknown	unknown	
YGR266W	YGR266W	unknown	unknown	
YGR267C	FOL2	folate biosynthesis	GTP cyclohydrolase I	
YGR268C	YGR268C	unknown	unknown	
YGR269W	YGR269W	unknown	unknown	
YGR270W	YTA7	protein degradation	26S proteasome subunit; ATPase	
YGR271W	YGR271W	unknown	unknown; similar to Ski2p	
YGR272C	YGR272C	unknown	unknown	
YGR273C	YGR273C	unknown	unknown	
YGR274C	TAF145	transcription	TFIID 145 kD subunit	
YGR275W	RTT102	transposition (putative)	unknown; regulator of Ty1 transposition	
YGR276C	RNH70	DNA replication (putative)	ribonuclease H	M/G1
YGR277C	YGR277C	unknown	unknown; similar to Ctr1p	
YGR278W	YGR278W	unknown	unknown	
YGR279C	SCW4	cell wall biogenesis	glucanase (putative)	G2/M
YGR280C	YGR280C	unknown	unknown	
YGR281W	YOR1	transport	ATP-binding cassette (ABC) family	
YGR282C	BGL2	cell wall biogenesis	"endo-beta-1,3-glucanase"	
YGR283C	YGR283C	unknown	unknown	
YGR284C	YGR284C	unknown	unknown; similar to mouse Surf-4 protein PIR:A34727	G2/M
YGR285C	ZUO1	unknown	binds Z-DNA	
YGR286C	BIO2	biotin biosynthesis	biotin synthetase	
YGR287C	YGR287C	unknown	unknown; similar to alpha-D-glucosidase (maltase) (YGR287C	
YGR288W	MAL13	maltose utilization	regulator of maltose metabolic genes	
YGR289C	MAL11	transport	alpha-glucoside permease	
YGR290W	YGR290W	unknown	unknown	
YGR291C	YGR291C	unknown	unknown	
YGR292W	MAL12	maltose utilization	alpha-glucosidase	
YGR293C	YGR293C	unknown	unknown	
YGR294W	YGR294W	unknown	PAU1 unknown; family	
YGR295C	COS6	unknown	unknown; similar to other subtelomerically-encoded proteins	
YGR296W	YRF1-3	unknown	Y' helicase (subtelomerically-encoded)	G1
YHL001W	RPL14B	protein synthesis	ribosomal protein L14B	
YHL002W	YHL002W	unknown	unknown	
YHL003C	LAG1	aging	unknown
YHL004W	MRP4	protein synthesis	"ribosomal protein, mitochondrial small sunubit"
YHL005C	YHL005C	unknown	unknown
YHL006C	YHL006C	unknown	unknown
YHL007C	STE20	"signaling, pheromone and pseudohyphal growth pathways"	serine-threonine protein kinase
YHL008C	YHL008C	unknown	unknown; similar to E. coli NirC potential formate
YHL009C	YAP3	transcription	basic leu zipper transcription factor
YHL010C	YHL010C	unknown	unknown
YHL011C	PRS3	purine biosynthesis	ribose-phosphate pyrophosphokinase 3
YHL012W	YHL012W	unknown	unknown; similar to UTP glucose-1-phosphate
YHL013C	YHL013C	unknown	unknown
YHL014C	YLF2	unknown	unknown; similar to B. subtilis GTP-binding protein and human glycogen phosphorylases
YHL015W	RPS20	protein synthesis	ribosomal protein S20
YHL016C	DUR3	transport	urea permease
YHL017W	YHL017W	unknown	"unknown; similar to Ptm1p, member of major"
YHL018W	YHL018W	unknown	unknown; similar to human pterin-4-alpha-carbinolamine
YHL019C	APM2	endocytosis	AP-2 complex subunit	
YHL020C	OPI1	phospholipid metabolism	negative regulator of phospholipid biosynthesis	
YHL021C	YHL021C	unknown	unknown	
YHL022C	SPO11	"meiosis, recombination"	ds break formation complex catalytic subunit	
YHL023C	YHL023C	unknown	unknown	
YHL024W	NOS1	sporulation (putative)	unknown; N-terminus has putative RNA binding domain	
YHL025W	SNF6	transcription	component of SWI/SNF global activator complex	
YHL026C	YHL026C	unknown	unknown	G2/M
YHL027W	RIM101	meiosis	transcription factor	
YHL028W	WSC4	cell wall integrity and stress response	unknown	G2/M
YHL029C	YHL029C	unknown	unknown	
YHL030W	ECM29	cell wall biogenesis	unknown	
YHL031C	GOS1	secretion	Golgi SNARE	
YHL032C	GUT1	glycerol utilization	glycerol kinase	
YHL033C	RPL8A	protein synthesis	ribosomal protein L8A	
YHL034C	SBP1	RNA processing	single stranded nucleic acid binding protein	
YHL035C	YHL035C	unknown	unknown; ATP-binding cassette (ABC) superfamily	
YHL036W	MUP3	transport	methionine permease	
YHL037C	YHL037C	unknown	unknown	
YHL038C	CBP2	"mRNA splicing, COB mRNA"	pre-mRNA binding protein	
YHL039W	YHL039W	unknown	unknown	
YHL040C	ARN1	unknown	unknown; similar to subtelomerically-encoded proteins	G2/M
YHL041W	YHL041W	unknown	unknown	
YHL042W	YHL042W	unknown	unknown; similar to subtelomerically-encoded proteins	
YHL043W	ECM34	cell wall biogenesis	unknown	
YHL044W	YHL044W	unknown	unknown; similar to subtelomerically-encoded proteins	
YHL045W	YHL045W	unknown	unknown	
YHL046C	YHL046C	unknown	unknown; similar to members of the Srp1p/Tip1p family	
YHL047C	YHL047C	unknown	major facilitator superfamily	
YHL048W	COS8	unknown	unknown; similar to subtelomerically-encoded proteins 	
YHL049C	YHL049C	unknown	unknown; similar to other subtelomerically-encoded proteins	G1
YHL050C	YHL050C	unknown	unknown; similar to other subtelomerically-encoded proteins	G1
YHR001W	YHR001W	unknown	unknown; similar to Ykr003p and members of the oxysterol-binding protein family	
YHR002W	YHR002W	unknown	unknown; similar to Grave's disease protein; mitochondrial carrier (MCF) family	
YHR003C	YHR003C	unknown	unknown; similar to Ykl027p and weak similarity to E.	
YHR004C	NEM1	nuclear organization and biogenesis	unknown	
