				y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72	21clb2	y80n8a	16cln3	y80n9bf
1245	0.703	0.576	YDR036C	2.53189	-2.19204	-0.27984	0.23539	-0.06662	-0.98168	0.53874	-3.12405	-1.73581	-1.40332	-0.36537	2.35568	3.55819	0.75308	0.37742	-0.80452	-0.65463	-2.43045	-4.78029	1.34496	5.32781	-2.13471
1246	0.703	0.897	YKR100C	0.00255	-0.97288	0.66158	1.61855	1.9787	1.09146	-0.01522	-2.08358	-2.15622	-2.60969	-0.16323	0.92134	2.63628	1.67468	1.85146	-0.35753	-0.78974	-2.50133	0.49471	-1.81904	2.13988	-1.00109
1247	0.704	0.917	YJR054W	0.04547	-1.0235	0.42058	1.58846	1.81488	0.36795	-0.33156	-1.9758	-2.78474	-1.9439	-0.43508	1.62703	2.96848	2.31722	1.71012	0.32735	-0.23718	-1.33072	-3.55515	-2.18466	3.29906	0.82392
1248	0.704	0.152	YGR162W	1.55847	-1.05508	-1.4261	-1.2113	-1.30852	-1.68977	-1.24959	-1.02734	-0.50473	1.10108	1.43218	2.10781	2.1363	1.81157	1.07533	1.63696	0.45386	0.847	-1.07163	-0.43604	0.6619	0.14116
1249	0.706	0.705	YPL122C	1.17383	-1.94121	0.85923	0.99579	1.17928	0.03387	0.59396	-1.98772	-2.18385	-1.27529	-0.98887	1.3355	1.82829	0.80419	-0.11857	-1.42629	-0.18991	-1.04846	-5.45718	1.19127	1.97657	1.36607
1250	0.706	0.719	YGL253W	-1.85832	0.7103	0.91551	2.00739	2.08313	2.21613	0.67133	-0.20644	-1.34948	-2.28864	-0.41173	0.04503	1.12597	0.75839	1.5947	0.41179	-1.02359	-1.93151	-2.95747	-4.80653	4.36226	1.01268
1251	0.706	0.816	YPR075C	-0.94465	0.23633	1.0993	1.95969	2.25826	1.26138	0.64857	-1.13993	-2.18696	-2.48698	-1.62745	-0.05641	1.29126	0.72885	0.5794	-0.88497	-0.44778	-1.79325	-2.81165	-0.56514	3.07336	-0.23549
1252	0.706	0.08	YGL195W	1.40494	-3.4096	0.65947	-0.63521	-0.73621	-0.74967	-0.69783	0.38181	-0.00549	2.89369	1.72147	2.29574	0.06979	1.437	0.2765	1.09512	0.67603	3.18654	-6.72199	-1.06399	-5.86395	9.82693
1253	0.708	0.48	YDR362C	1.87018	-2.61525	-0.24826	-0.24193	-0.289	-1.14599	-0.98109	-1.64968	-1.06264	0.72689	1.37733	2.57487	2.58877	2.35389	1.51789	1.0993	0.2205	0.57913	-1.75213	-1.00869	-0.77774	2.35608
1254	0.708	0.8	YLR050C	-1.40426	0.66694	1.17862	2.06932	2.47912	1.46507	0.56545	-0.79737	-1.98245	-2.47027	-1.61881	-0.48702	0.94982	0.76257	0.73248	-0.76924	-0.31811	-1.59162	-0.72737	-1.31059	1.60778	-0.0809
1255	0.708	0.647	YNR016C	0.96832	-2.09239	0.89347	1.01052	1.58101	-0.53013	-0.46057	-2.01791	-2.57401	-0.82344	-0.70053	1.26262	2.0098	2.15376	0.56409	-0.85982	0.65849	0.18674	-1.69176	0.80006	-2.59037	2.87619
1256	0.709	0.112	YPR158W	-1.0707	0.36375	1.66523	1.63271	1.84196	1.68078	1.36787	0.19334	-0.25034	-1.86125	-1.86378	-1.89303	-1.62882	-1.70244	-1.21014	-2.44754	-0.54535	-1.55516	0.50675	1.19305	0.31973	-0.87889
1257	0.709	0.767	YKL066W	-1.14903	-0.41023	2.03081	2.72577	3.10137	1.51037	0.69932	-1.02077	-2.16115	-2.58632	-2.03413	-0.60279	0.71627	0.7111	0.49249	-1.40208	-0.2287	-1.54478	-0.0574	-0.84954	-0.45368	1.07922
1258	0.709	0.225	YIL062C	-0.09331	-0.77745	1.36593	1.50601	1.68595	1.4393	0.99146	-0.64373	-0.1779	-2.05943	-0.97074	-1.18929	-0.7698	-1.27704	-0.52254	-2.41791	-0.81418	-2.27355	2.60686	0.40632	0.65727	-2.0253
1259	0.71	0.331	YJL068C	-1.23086	0.13243	1.69744	1.8039	1.75702	2.17188	1.49904	0.36828	-0.01307	-1.89709	-1.29079	-1.44607	-1.28856	-1.59944	-0.57084	-1.72468	-1.05303	-1.93883	-0.97033	-0.47011	2.10403	-0.40919
1260	0.71	0.803	YDR518W	-0.52403	-0.97289	1.95749	2.48905	3.05962	1.27382	0.71681	-1.57819	-2.63533	-2.72044	-2.10111	-0.29885	1.01114	0.80571	0.19744	-2.01406	-0.15721	-1.65148	-1.44091	0.49992	-0.14972	1.08364
1261	0.71	0.895	YOR321W	-0.48328	-0.98719	1.22276	1.88009	1.89913	1.12835	0.45517	-0.86572	-1.50582	-1.73814	-0.72806	0.35734	1.08566	0.76343	0.83683	-0.40823	-0.51664	-1.33956	-2.60055	-2.19356	2.32945	1.28938
1262	0.711	0.492	YNL012W	-2.43472	2.76682	-0.3068	0.81177	2.13885	-0.03442	-1.27172	-0.89287	-4.03664	-1.57774	-1.41419	0.16922	2.9135	4.14353	2.0179	1.5583	1.52904	1.17265	-0.24038	-1.28478	-2.63592	2.34725
1263	0.711	0.963	YNL165W	-0.19958	-0.84173	1.04291	1.92924	2.36406	0.71398	0.15614	-1.78527	-2.65727	-2.33162	-1.31634	0.58061	2.04807	1.60285	1.00343	-0.76654	-0.11914	-1.4867	-1.66755	-0.60558	1.45892	0.34143
1264	0.713	0.12	YJR103W	0.32748	0.16023	-1.88157	-1.37489	-1.83875	-1.07501	-1.65445	-0.01333	0.25405	1.64354	2.63203	2.55773	2.87912	2.72888	2.98406	4.47113	-0.02495	1.06819	-0.49069	-3.44221	1.22325	0.74645
1265	0.713	0.434	YDR017C	-1.89291	2.29957	-1.16309	-0.16867	0.44212	-0.40581	-1.56392	-0.29191	-2.92932	-0.15371	0.19876	1.53279	3.57672	4.36245	2.87335	3.83311	1.01064	1.64307	-2.73008	-2.51349	-0.31417	2.65115
1266	0.714	0.883	YML061C	-0.11517	-1.70772	1.28372	1.76357	2.04674	1.01997	0.23402	-1.16975	-1.9916	-1.59338	-0.53404	0.83538	1.52624	1.40101	1.10125	-0.37949	-0.28009	-0.96687	-3.2946	-1.92982	0.20116	3.20404
1267	0.715	0.231	YFL051C	-0.79622	0.63215	0.01276	0.7091	-0.46111	2.63631	2.08365	0.95444	1.62351	-1.61222	0.43918	-0.03366	-0.41251	-2.70579	0.28694	0.48404	-2.78029	-3.68844	-7.1128	-2.88743	12.689	-3.81449
1268	0.716	0.289	YJR105W	0.94965	-0.15355	-1.68472	-0.67355	-0.26829	-1.70673	-1.89781	-1.929	-1.82728	-0.08764	1.1531	2.1009	3.75096	3.52787	2.4549	2.16231	0.81312	0.34841	3.25712	-1.66825	-0.18057	-1.56437
1269	0.717	0.345	YLR339C	1.01611	-0.14716	-1.7613	-0.79005	-0.59476	-1.49953	-1.53777	-1.63368	-1.46333	0.01286	1.16612	2.14254	3.37455	2.86066	2.09268	2.0913	0.50064	0.12599	1.08173	-1.58072	1.76072	-1.74195
1270	0.717	0.798	YJL059W	-1.15868	-0.07946	1.72777	2.5509	3.42311	1.64844	0.67281	-1.48331	-2.96866	-3.23447	-2.24604	-0.63997	1.23718	1.17549	0.63933	-1.79807	-0.06656	-1.84153	-0.33506	-0.2628	-0.15131	0.60986
1271	0.718	0.771	YPR183W	-0.02431	-2.53083	2.567	2.82171	3.0722	2.38809	1.61474	-1.34487	-1.95795	-2.90422	-1.54587	0.05528	0.54059	-0.19905	0.13905	-2.45451	-1.14615	-2.62242	-4.98114	-0.54445	2.2236	2.32888
1272	0.72	0.174	YIL160C	-1.2269	0.10304	1.57825	1.07276	2.12949	0.4314	0.16027	0.17388	-2.45926	-0.18547	-1.9584	-0.69328	-0.78263	1.17423	-1.04297	-1.57469	1.41859	2.24515	-3.66977	1.35369	-5.40513	6.06959
1273	0.721	0.937	YDR144C	0.46587	-1.59655	0.57818	1.39896	1.72584	0.46531	0.02977	-1.84289	-2.4431	-1.8125	-0.54526	1.3795	2.56965	1.92978	1.42365	-0.09392	-0.19455	-1.29057	-3.43804	-1.24449	2.39697	1.06946
1274	0.721	0.499	YML066C	-2.35775	1.13304	1.26104	1.63686	2.71102	1.64919	0.09513	0.14936	-2.7289	-1.51251	-1.51222	-0.48758	0.59284	1.96461	0.94532	-0.02566	0.64208	0.64088	-3.07116	-1.64891	-3.38234	5.40092
1275	0.721	0.369	YJL199C	-1.96162	1.08965	1.43059	1.88748	3.13971	1.41998	0.11866	-0.5544	-2.59355	-2.41578	-2.01504	-1.53182	0.12254	1.29367	0.30705	-1.6469	0.66802	-0.36283	2.43069	-0.14456	-3.71756	1.55506
1276	0.721	0.348	YBL101W-B	0.78347	-0.99778	0.15556	0.7034	1.48259	-0.8376	-0.9526	-2.28076	-2.23024	-1.31986	-0.43236	0.56903	2.33243	2.45512	1.16994	-0.66054	0.8174	-0.37449	4.7356	0.32955	-2.63862	-1.04857
1277	0.721	0.879	YER118C	-0.33402	-0.61912	0.40524	1.57284	1.82471	0.93306	0.12847	-1.31357	-2.13694	-2.03276	-0.51053	0.97823	2.2824	1.72071	1.67098	0.33501	-0.38849	-1.51501	-2.98385	-2.93515	3.99655	0.34873
1278	0.721	0.815	YGR014W	0.44547	-1.49222	-0.22091	1.26958	1.5329	0.24127	-0.47567	-1.96642	-2.80724	-1.75782	0.05602	2.22104	3.52376	2.81744	2.30313	1.0662	-0.15512	-1.19471	-5.26094	-3.81542	5.27858	1.22236
1279	0.723	0.507	YIL013C	-0.59799	1.1856	-0.33753	0.48249	1.61432	-1.05221	-1.01756	-1.77072	-3.66549	-1.26755	-1.62439	0.52067	2.87844	3.42626	1.07389	0.3135	1.6368	0.89541	-0.17935	0.92214	-2.11074	0.89661
1280	0.723	0.79	YLR207W	0.85489	-2.00103	1.25209	1.62729	2.45878	0.28062	0.15654	-2.4611	-2.77986	-2.21301	-1.28333	0.50095	1.95432	1.70024	0.56732	-2.04402	0.29783	-1.24575	0.22494	0.78898	-1.18289	0.66277
1281	0.724	0.262	YBR111C	0.37683	-0.99896	1.5552	1.90927	2.70319	0.61014	0.68423	-2.07162	-1.85273	-2.9574	-2.1625	-1.34274	0.22935	-0.16981	-0.71111	-3.62885	0.0738	-2.23926	4.6184	2.27568	-1.05597	-2.92293
1282	0.724	0.724	YLR202C	0.45143	-0.74392	0.57637	1.08079	2.26418	-0.65847	-0.28179	-2.70039	-4.02386	-1.94907	-1.81141	0.71448	2.94271	3.01963	0.57448	-1.44459	1.25869	-0.00515	-1.4059	1.41639	-1.36625	1.20195
1283	0.724	0.603	YJR033C	0.16605	-1.96546	1.86941	1.85197	1.96514	2.1114	1.42515	-0.60462	-0.44617	-2.021	-0.75796	-0.42032	-0.51797	-1.12675	-0.21993	-2.28915	-1.17639	-2.32547	-1.68036	-0.41546	1.33704	0.72543
1284	0.726	0.664	YML130C	0.30087	-0.7374	0.09314	1.24456	1.39132	1.38201	0.47928	-1.84736	-1.25743	-2.93844	-0.01537	0.68376	2.59966	0.81495	2.00921	-0.12157	-1.28524	-3.59426	0.73462	-1.83862	4.80937	-3.35728
1285	0.727	0.209	YNL005C	-1.86922	2.56289	0.25157	1.05242	1.95942	0.66175	0.38192	-0.54947	-2.16442	-2.68565	-2.47668	-1.96099	0.25198	0.25972	-0.48598	-1.51889	0.5432	-1.18054	1.81907	1.33579	0.56242	-2.57998
1286	0.73	0.907	YNL251C	-0.30513	-0.3864	0.8373	1.67596	2.57888	0.71558	0.3077	-1.87859	-3.27111	-2.60329	-1.83822	0.3228	2.30581	2.00665	0.97291	-1.00312	0.33371	-1.23263	-2.27305	0.18508	0.73239	0.74594
1287	0.73	0.969	YLR233C	-0.25763	-1.08571	0.90288	1.57452	2.13461	1.1647	0.24472	-1.21215	-2.14533	-1.94645	-0.64862	0.61136	1.81257	1.66785	1.45083	-0.25791	-0.17228	-1.17899	-1.84636	-1.82208	0.47784	1.8601
1288	0.731	0.923	YNL263C	0.05896	-1.49355	0.94329	1.53775	1.86967	1.03557	0.44495	-1.16368	-1.8898	-1.7484	-0.6766	0.75217	1.63287	1.26532	1.13088	-0.34661	-0.30723	-1.22808	-3.46449	-1.53623	1.70041	1.8946
1289	0.731	0.617	YDR111C	1.26945	-0.68697	-1.3714	-0.30506	0.01566	-1.37766	-1.05438	-2.27986	-2.5247	-0.66281	0.29879	2.51984	4.26089	3.33184	2.18035	1.76921	0.54725	-0.24841	-2.67886	-0.70212	3.14246	-0.80287
1290	0.731	0.955	YBR041W	-0.2158	-1.00673	1.1399	2.01965	2.64077	1.04641	0.40304	-1.62737	-2.56889	-2.5552	-1.47432	0.24905	1.85944	1.53469	1.11501	-0.9309	-0.06469	-1.6004	-0.94732	-0.8176	0.9818	0.40721
1291	0.731	0.116	YJR004C	3.76368	-3.54512	0.79194	0.11613	0.46752	-2.61579	0.56594	-3.24464	-1.72514	-0.19064	-1.89415	0.75324	0.8142	-0.12687	-2.64029	-4.40525	1.25684	0.12669	-1.67178	5.53362	-0.98741	-0.68446
1292	0.732	0.765	YAR010C	-0.5998	0.26294	-0.12367	1.34329	2.38516	0.17423	-0.81252	-1.73948	-3.33169	-2.04324	-1.02926	0.92324	3.12477	3.35033	2.24508	0.70335	0.83047	-0.42185	0.93126	-2.53929	-1.29466	1.21658
1293	0.732	0.783	YJR085C	-0.72241	-0.40643	0.91584	1.85655	2.77096	1.54996	0.07017	-1.53479	-2.40482	-2.89424	-0.7903	-0.08267	1.97875	1.92589	1.89854	-0.65291	-0.19203	-1.92737	2.36723	-1.92443	-0.33816	-0.1388
1294	0.733	0.256	YLR239C	-1.9739	2.99313	-1.62788	-0.50996	0.24732	-1.05875	-1.99573	-0.34525	-2.78043	-0.14191	0.09825	0.93698	3.59547	4.62705	2.92823	3.96832	1.5004	1.88488	0.79891	-2.01744	-1.14934	0.79175
1295	0.734	0.835	YOL123W	-0.22503	0.21537	-0.63514	0.883	1.58947	0.15838	-0.53538	-1.73136	-2.98887	-1.92773	-0.57593	1.45854	3.53778	3.09791	2.38377	1.22991	0.35412	-0.8858	-2.39468	-2.51025	3.13157	-0.00139
1296	0.734	0.566	YKL101W	0.21716	-1.53429	0.34949	1.56386	1.18147	1.45896	1.03257	-0.95178	-1.07491	-2.06284	-0.04495	1.14749	1.85829	0.52692	1.45833	0.34733	-1.32761	-2.4879	-7.1662	-4.01125	11.5449	-1.62989
1297	0.735	0.88	YOR114W	-1.02115	-0.12702	0.79056	1.88264	2.84434	1.35571	0.28546	-1.30423	-3.41212	-2.53054	-1.54485	0.66002	2.60526	2.64311	1.90029	0.16084	0.27235	-0.92333	-4.62377	-2.09406	0.92746	3.21079
1298	0.735	0.523	YJR151C	1.33408	-1.22837	-1.02073	-0.41603	-0.04108	-1.47439	-1.32974	-1.91428	-2.01411	0.08461	0.78466	2.3555	3.59155	3.3798	2.11405	1.7213	0.80032	0.60762	-0.66587	-0.9685	-0.22732	0.87335
1299	0.736	0.722	YPR139C	1.77283	-1.87435	-0.07893	0.78092	1.2924	-0.83153	-0.21383	-2.98914	-2.75851	-1.92949	-0.91376	1.49805	3.4132	2.23123	1.12391	-0.74082	0.3342	-1.48637	-0.59185	1.2153	2.40749	-2.15418
1300	0.737	0.873	YDL094C	0.16985	-1.87765	1.58629	2.20136	3.11571	1.01215	0.41318	-1.98241	-3.0388	-2.6239	-1.68947	0.28755	1.89966	1.86456	1.00272	-1.57523	0.23769	-1.32517	-0.88384	-0.14858	-1.23552	1.89012
1301	0.737	0.336	YLR308W	-2.22991	2.80791	-0.27711	0.63609	1.76103	0.2257	-0.72428	-0.28783	-2.71567	-1.46259	-1.49485	-0.67707	1.54725	2.57434	1.24092	0.83464	1.22724	0.69164	1.30612	-0.72472	-2.18207	0.7934
1302	0.738	0.917	YLR343W	0.02291	-1.10913	0.42988	2.14247	3.33974	0.42574	-0.49127	-2.70517	-4.33463	-3.08231	-1.61238	1.26752	4.03256	3.86815	2.58549	0.06882	0.71968	-1.28002	-0.13743	-2.05718	0.07481	0.86337
1303	0.739	0.423	YOR081C	0.84315	-1.12241	-0.36192	0.75548	0.09371	1.27269	1.31328	-0.99502	-0.27158	-1.98828	0.20764	1.28162	1.92911	-0.41051	1.17434	0.42697	-1.84135	-3.35154	-6.68834	-2.06125	12.7086	-4.36432
1304	0.739	0.344	YCR073C	-0.33084	1.1747	-1.33179	-0.67854	-0.16918	-1.22381	-1.26315	-0.67149	-2.03449	0.34229	0.08976	1.44157	2.7603	3.14954	1.6974	2.37263	1.18939	1.52975	-2.1417	-0.87221	-0.45013	1.63334
1305	0.739	0.897	YGR199W	0.68537	-1.8823	0.63159	1.16544	1.35686	0.83914	0.51038	-1.30031	-1.43414	-1.59368	-0.30908	0.95214	1.7126	0.9689	1.10217	-0.35733	-0.50136	-1.53707	-2.92322	-1.14939	2.74496	0.5311
1306	0.74	0.429	YFL046W	-2.42845	1.27023	0.2115	1.10994	1.22954	3.11414	0.41632	1.29005	0.18286	-1.58007	1.04808	-0.24615	0.42914	0.54334	2.66394	2.06215	-1.39187	-1.70565	-0.14901	-6.06986	2.41176	1.23484
1307	0.741	0.812	YDR038C	-0.18673	-1.75451	1.37758	2.02363	2.20973	2.50156	1.29583	-0.73063	-1.0082	-2.59104	-0.39415	0.18518	0.95155	0.11492	1.3454	-0.78585	-1.32089	-2.76337	-2.59878	-2.75369	3.69831	0.55267
1308	0.741	0.92	YKL103C	0.4985	-1.50749	-0.0091	1.14527	1.91053	0.27639	-0.48026	-2.0131	-2.90836	-1.86149	-0.24713	1.63655	3.46157	3.1827	2.46432	0.72928	0.32382	-0.89109	-1.29313	-2.49293	0.85525	1.33921
1309	0.742	0.325	YPR145W	1.24082	0.03503	-1.78946	-0.80546	-0.38012	-1.95708	-1.46831	-1.99782	-2.04983	-0.19081	0.26981	1.92902	3.51548	2.99441	1.64356	1.54249	0.9778	0.32386	0.75081	0.26727	1.45221	-2.28225
1310	0.742	0.807	YLR381W	0.53215	-2.71326	2.03268	2.62815	3.7289	1.33575	0.58753	-2.4349	-3.21541	-3.20223	-1.7768	0.12309	1.93743	1.871	1.10262	-2.35709	0.13499	-1.89277	0.79415	-0.13448	-1.89631	1.51463
1311	0.742	0.638	YEL002C	0.9416	-2.00228	-0.48976	0.34832	0.43262	0.51517	-0.62196	-1.28081	-0.76546	-0.82993	1.83822	2.03249	2.951	2.32654	3.02721	1.825	-0.63747	-1.28995	0.91233	-4.3081	1.98129	0.11076
1312	0.742	0.693	YOR071C	-1.20667	-0.88844	1.73163	2.11983	3.84866	2.07682	-0.08386	-1.26526	-3.84391	-2.48559	-1.11802	0.02337	1.73552	3.43046	2.02632	-1.06565	0.70954	0.05464	-0.36635	-1.63418	-4.03427	4.6518
1313	0.744	0.868	YDL093W	0.18224	-0.96723	0.38449	1.49533	1.89574	0.8156	0.40428	-1.52469	-2.12401	-2.282	-0.99187	0.67618	2.20942	1.48113	1.40816	-0.20526	-0.25113	-1.76478	-1.98365	-1.39699	4.07035	-1.08337
1314	0.744	0.87	YJL201W	-0.08218	-1.16564	1.30609	2.00556	2.55607	1.35283	0.87097	-1.37553	-2.03559	-2.65249	-1.61049	-0.19109	1.21588	0.72855	0.68815	-1.45134	-0.29976	-1.96773	-0.89602	-0.27785	1.66557	-0.3197
1315	0.745	0.935	YNL104C	-0.05549	-0.77399	0.20506	1.51277	2.24651	1.11808	0.28585	-1.78403	-2.84833	-2.71731	-0.87967	1.02648	3.18408	2.45463	2.29951	0.33501	-0.15181	-1.8847	-2.58866	-2.20803	3.44816	0.00619
1316	0.746	0.939	YMR089C	0.6305	-1.46843	0.50424	1.15137	1.96331	0.3812	0.17597	-1.98201	-2.84945	-1.94244	-1.01405	1.05423	2.72159	2.33324	1.41314	-0.49216	0.35309	-0.92973	-2.59821	-0.23407	0.63554	1.30712
1317	0.746	0.833	YLR285W	0.6288	-0.86893	-0.31842	1.11089	1.9561	0.38509	-0.19456	-2.75054	-3.13729	-2.97287	-0.57388	1.36027	4.36905	3.19229	2.84044	0.44303	0.01736	-2.31217	0.31806	-1.45683	3.02348	-2.01482
1318	0.746	0.831	YJL097W	-0.40506	-0.62766	0.82966	1.81192	2.22545	1.47672	0.70999	-1.03817	-1.64064	-2.52296	-1.05775	-0.07995	1.39278	0.86468	1.2424	-0.57327	-0.48669	-2.04488	-0.12951	-1.91919	3.02955	-1.13707
1319	0.747	0.833	YOR378W	0.403	-0.94936	0.25012	1.20586	2.58827	-0.2153	-0.43523	-2.69851	-4.35929	-2.31529	-1.5442	1.22702	3.98661	4.05536	2.0336	-0.20279	1.2432	-0.26263	-1.64634	0.02116	-1.01419	1.71541
1320	0.748	0.932	YMR305C	0.81933	-2.04321	0.01693	2.43952	3.70471	0.02522	-0.61926	-3.38372	-5.1808	-3.47484	-2.16927	2.0193	5.02049	4.54641	2.96259	0.2742	0.95784	-1.49293	-2.01943	-2.09363	2.62695	0.07191
1321	0.748	0.531	YOR341W	0.59863	-0.17024	-1.53755	-0.21023	0.7538	-1.40102	-1.91501	-2.4107	-3.30561	-0.84895	0.58315	2.39504	5.18567	5.2485	3.64053	2.72072	1.30412	0.51323	1.67691	-2.26902	-0.73688	0.2086
1322	0.748	0.68	YKL224C	-0.40862	0.38211	0.39533	1.32158	3.03758	-0.38484	-0.32843	-2.53801	-4.93576	-2.70252	-2.71286	0.10581	3.31333	3.80294	1.06717	-1.10651	1.82472	0.14743	-0.87094	1.46592	-1.96274	1.13232
1323	0.749	0.713	YOR039W	0.18113	-1.88487	1.76444	2.16033	2.44242	2.06094	1.61119	-1.01546	-1.18258	-2.74969	-1.46215	-0.46385	0.30799	-0.54448	0.17213	-2.14624	-0.96667	-2.69493	-2.15853	-0.22301	3.01853	-0.38348
1324	0.749	0.334	YBL061C	1.02753	-0.07072	-1.61783	-1.00494	-0.87439	-1.62412	-1.10159	-1.21392	-1.3188	0.46823	0.6379	1.98433	2.93455	2.4729	1.49944	2.01088	0.71122	0.6979	-1.97998	-0.34108	1.79522	-0.39696
1325	0.75	0.297	YKR028W	0.31123	0.4144	-1.48786	-0.89466	-0.5398	-1.16267	-1.25421	-0.68403	-1.25525	0.53287	0.7761	1.60842	2.41652	2.56832	1.66857	2.14287	0.83269	1.08993	-1.05299	-1.43485	-0.16523	1.06147
1326	0.75	0.621	YJL193W	0.80083	-0.8066	-0.95192	0.11035	0.91153	-0.87193	-1.39187	-2.42957	-2.83243	-1.12099	0.59514	2.15017	4.82994	4.62958	3.53374	2.14825	0.82408	-0.16485	1.51843	-1.94739	-0.20579	0.01479
1327	0.751	0.642	YPL119C	0.87481	-1.0901	-0.71213	0.03478	0.96286	-1.1264	-1.21235	-2.16289	-3.40012	-0.49989	0.03871	2.40904	4.46891	4.70681	2.76509	1.87603	1.34197	1.03971	-2.336	-1.11063	-1.13645	2.71858
1328	0.751	0.64	YNL203C	1.29106	-0.83876	-1.03309	0.06447	1.11945	-1.71149	-1.29187	-2.96034	-3.84282	-1.20794	-0.65338	2.13715	4.82776	4.56333	2.36162	1.09389	1.53515	0.34105	-0.50893	0.25959	-0.26465	0.03099
1329	0.752	0.742	YLR326W	-0.80588	-0.58593	1.47375	2.05571	2.3627	1.98956	1.38396	-0.35753	-1.23963	-2.37134	-1.61892	-0.66093	0.29638	-0.05561	0.48945	-1.10751	-0.61002	-1.85974	-2.90208	-1.26802	2.96227	0.57942
1330	0.752	0.704	YMR272C	-0.59239	-0.55166	1.3231	1.91918	2.23129	1.85444	1.28735	-0.55156	-1.14335	-2.47449	-1.51344	-0.72529	0.30639	-0.20404	0.39233	-1.33096	-0.66757	-2.11926	-1.33369	-0.77227	2.915	-0.71579
1331	0.753	0.487	YNR031C	1.73824	-2.84043	0.07717	-0.00023	0.58064	-1.04551	-0.75402	-1.6391	-2.24711	0.52232	0.34484	2.40852	2.73621	3.17306	1.45007	0.73896	1.07019	1.49705	-4.20975	-0.30231	-2.7137	5.08775
1332	0.754	0.401	YBR196C	4.80043	-7.11475	0.86997	0.12933	-0.27679	-0.30374	-0.11596	-2.47112	0.84534	1.24322	2.99454	3.86511	2.30672	1.45749	2.23325	-0.26453	-0.94476	-0.72767	-0.90102	-1.87321	-1.20217	3.39747
1333	0.754	0.692	YLR042C	0.9987	-1.2078	-1.13673	-0.09345	0.55573	-0.69219	-0.86178	-1.54487	-2.39251	-0.56117	0.19814	2.17291	3.28557	3.07889	2.07754	1.5263	0.73734	0.23161	-4.33582	-2.00202	1.69834	2.18461
1334	0.754	0.91	YPR076W	-0.8512	-0.61356	1.2686	2.21005	3.23164	1.82196	0.73383	-1.12663	-2.72624	-2.93684	-1.78096	-0.26885	1.64899	1.73749	1.51445	-0.82254	0.09531	-1.5232	-1.15083	-1.73444	0.04855	1.712
1335	0.754	0.816	YPL028W	0.09638	-1.28493	1.53191	2.21566	3.46383	1.62681	1.23168	-2.07757	-3.2284	-3.66502	-2.49628	-0.53572	1.59892	1.12367	0.49654	-2.77167	0.12991	-2.29885	-1.39577	0.83916	0.66551	0.1409
1336	0.755	0.549	YPL082C	-1.31667	1.01113	-0.2114	0.652	1.69493	0.50598	-0.83093	-0.58498	-2.45536	-1.23751	-0.34676	0.34657	2.30166	3.22094	2.3608	1.46456	0.87197	0.45898	1.09433	-2.36789	-2.21904	2.0216
1337	0.755	0.297	YLR422W	0.25693	-0.28482	-0.83299	-0.62162	-0.31464	-0.88767	-1.10683	-0.39391	-1.18201	0.90768	0.86165	1.67227	2.10634	2.68257	1.68948	2.17633	0.84504	1.62607	-1.9484	-1.52363	-1.58752	3.04952
1338	0.755	0.646	YMR244W	0.13074	-1.02171	0.37663	0.93739	2.42235	-0.29107	-0.77723	-1.99818	-4.07996	-1.30608	-1.09457	1.2347	3.38932	4.43488	2.09072	0.28733	1.667	1.14209	-1.54179	-0.49358	-3.70412	4.13734
1339	0.756	0.661	YHR112C	-1.13324	0.52452	0.79243	1.58437	2.02167	2.05346	1.23754	-0.23465	-1.22281	-2.5895	-1.46336	-0.80869	0.48811	-0.0699	0.67475	-0.76776	-0.65599	-2.14581	-1.95574	-1.15938	3.529	-0.88845
1340	0.756	0.609	YJR138W	-0.6045	-1.62659	2.17096	2.21267	3.27574	2.20936	0.96228	-0.61065	-2.01602	-2.24603	-1.47496	-0.72762	-0.04333	0.76498	0.49143	-2.12789	0.047	-0.87677	-0.85575	-0.79102	-3.08169	3.86519
1341	0.756	0.111	YAL040C	0.23906	-2.31427	0.72636	-0.49431	-1.23207	1.01943	1.03651	1.48933	2.14622	1.31227	1.96806	0.19298	-1.54458	-1.56669	-0.34641	0.37553	-1.06358	0.19412	-7.98849	-3.6212	2.3634	6.194
1342	0.756	0.844	YDR222W	0.59149	-1.65085	0.78167	1.53933	1.9009	0.81478	0.75731	-1.45625	-1.83859	-2.16293	-1.30244	0.39648	1.61546	0.8861	0.80868	-0.89233	-0.24357	-1.73777	-2.36436	-0.09306	3.45527	-0.82985
1343	0.757	0.901	YGL199C	0.01713	-0.82117	0.85971	1.79606	2.88185	1.0791	0.67541	-1.93408	-3.08876	-3.11301	-2.01224	-0.04032	2.24681	1.81587	1.17629	-1.37285	0.28835	-1.80852	-0.95799	0.13009	1.10454	-0.26603
1344	0.758	0.346	YPR125W	0.4028	-1.30055	1.36192	1.22653	1.26499	0.9281	1.24717	-0.5135	-0.37169	-1.36496	-1.37607	-0.69869	-0.66266	-1.19475	-0.95936	-2.16549	-0.49167	-1.4241	-1.64368	1.71635	1.45739	-0.55538
